,ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
41095,21181,Amy Yuen-Yee Chow (-Ho),F,22.0,155.0,44.0,United States,USA,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Horse Vault,
38876,20003,Arshad Ali Chaudry,M,26.0,175.0,68.0,Pakistan,PAK,1976 Summer,1976,Summer,Montreal,Hockey,Hockey Men's Hockey,Bronze
117984,59698,Tadeusz Wadysaw Kilanowicz,M,23.0,172.0,72.0,Poland,POL,1964 Winter,1964,Winter,Innsbruck,Ice Hockey,Ice Hockey Men's Ice Hockey,
208069,104445,Tadashi Saito,M,22.0,180.0,77.0,Japan,JPN,1960 Summer,1960,Summer,Roma,Rowing,Rowing Men's Coxed Eights,
202429,101678,Danny Pinheiro Rodrigues,M,31.0,161.0,57.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Rings,
48536,25017,"Matthew John ""Matt"" Dallow",M,34.0,190.0,114.0,New Zealand,NZL,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Two,
233077,116915,Elvi Johanne Svendsen (-Carlsen),F,16.0,,,Denmark,DEN,1936 Summer,1936,Summer,Berlin,Swimming,Swimming Women's 100 metres Freestyle,
91824,46542,Natasha Monique Hastings,F,30.0,173.0,68.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
266416,133279,Yordan Yovchev Yovchev,M,23.0,163.0,62.0,Bulgaria,BUL,1996 Summer,1996,Summer,Atlanta,Gymnastics,Gymnastics Men's Pommelled Horse,
83882,42628,Gavin Kyle Green,M,22.0,185.0,91.0,Malaysia,MAS,2016 Summer,2016,Summer,Rio de Janeiro,Golf,Golf Men's Individual,
157802,79211,Hans-Jrg Meyer,M,44.0,180.0,76.0,Germany,GER,2008 Summer,2008,Summer,Beijing,Shooting,"Shooting Men's Free Pistol, 50 metres",
201954,101427,"Daniel Stephen Rowley ""Dan"" Robinson",M,33.0,163.0,51.0,Great Britain,GBR,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Marathon,
264461,132343,Rikiko Yamanaka,F,20.0,154.0,51.0,Japan,JPN,1976 Summer,1976,Summer,Montreal,Diving,Diving Women's Springboard,
4759,2720,Roda Ali Wais,F,16.0,158.0,52.0,Djibouti,DJI,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's 800 metres,
100371,50766,James Charles Huckle,M,21.0,168.0,60.0,Great Britain,GBR,2012 Summer,2012,Summer,London,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",
136598,68687,Inger Dorete Lemvigh-Mller (Schiler-),F,53.0,,,Denmark,DEN,1956 Summer,1956,Summer,Stockholm,Equestrianism,"Equestrianism Mixed Dressage, Individual",
107826,54504,Jeong Bong-Sun,F,19.0,160.0,50.0,South Korea,KOR,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Women's Uneven Bars,
197336,99074,Patrick Rastner,M,20.0,172.0,76.0,Italy-2,ITA,2014 Winter,2014,Winter,Sochi,Luge,Luge Mixed (Men)'s Doubles,
211369,106148,Carl Hst Saunte,M,39.0,,,Denmark,DEN,1912 Summer,1912,Summer,Stockholm,Equestrianism,"Equestrianism Men's Three-Day Event, Team",
7688,4277,Darwin Angeles Discua,M,19.0,164.0,48.0,Honduras,HON,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Light-Flyweight,
147888,74210,Anna Ivanovna Malukhina (Malakhova-),F,29.0,162.0,60.0,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",
87693,44450,Reijo Tapani Haaparanta,M,21.0,167.0,53.0,Finland,FIN,1980 Summer,1980,Summer,Moskva,Wrestling,"Wrestling Men's Light-Flyweight, Greco-Roman",
49894,25709,Lucy Davis,F,23.0,165.0,55.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver
233279,117009,Oleksandr Mykolaiovych Svitlychniy,M,23.0,164.0,60.0,Ukraine,UKR,1996 Summer,1996,Summer,Atlanta,Gymnastics,Gymnastics Men's Pommelled Horse,
250250,125343,Benjamin Gabriel Jean Varonian,M,20.0,168.0,65.0,France,FRA,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Team All-Around,
170604,85738,Nguyn Tin Minh,M,29.0,168.0,60.0,Vietnam,VIE,2012 Summer,2012,Summer,London,Badminton,Badminton Men's Singles,
33234,17117,Juan Sebastin Cabal Valds,M,26.0,185.0,82.0,Colombia,COL,2012 Summer,2012,Summer,London,Tennis,Tennis Men's Doubles,
67140,34320,Charles Favre,M,23.0,170.0,70.0,Switzerland,SUI,1984 Summer,1984,Summer,Los Angeles,Sailing,Sailing Mixed Two Person Dinghy,
179758,90337,Alberts Ozoli,M,27.0,,75.0,Latvia,LAT,1924 Summer,1924,Summer,Paris,Weightlifting,Weightlifting Men's Middleweight,
236487,118575,Iryna Leonidivna Taranenko-Terelia,F,31.0,160.0,55.0,Ukraine,UKR,1998 Winter,1998,Winter,Nagano,Cross Country Skiing,Cross Country Skiing Women's 5 kilometres,
198155,99489,Jane Redman,F,32.0,160.0,61.0,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Fencing,"Fencing Women's Foil, Team",
62304,31898,Patrick El Mabrouk,M,23.0,178.0,65.0,France,FRA,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 800 metres,
210087,105479,Pavel Pavlovich Sankovich,M,18.0,182.0,77.0,Belarus,BLR,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 4 x 100 metres Medley Relay,
58501,29933,"Jessica Margaret Aida ""Jess"" Draskau-Petersson",F,38.0,170.0,62.0,Denmark,DEN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Marathon,
179095,90004,Jeanette Ottesen Gray,F,16.0,178.0,70.0,Denmark,DEN,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 50 metres Freestyle,
131109,65985,Ritva Helin Laihorinne-Marjamaa,F,28.0,168.0,58.0,Finland,FIN,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 200 metres,
138328,69492,Li Song-Sob,M,19.0,158.0,56.0,North Korea,PRK,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Men's Horse Vault,
49838,25689,Francis Howard Vincent Davis,M,27.0,178.0,67.0,Great Britain,GBR,1960 Summer,1960,Summer,Roma,Hockey,Hockey Men's Hockey,
59905,30672,"Samuel Johannes Cornelis ""Sam"" Dunlop",M,27.0,,,Netherlands,NED,1936 Winter,1936,Winter,Garmisch-Partenkirchen,Bobsleigh,Bobsleigh Men's Two,
194145,97457,Bernadette Pujals Cavallo,F,40.0,158.0,56.0,Mexico,MEX,2008 Summer,2008,Summer,Beijing,Equestrianism,"Equestrianism Mixed Dressage, Individual",
152057,76318,Stefan Masztak,M,33.0,172.0,77.0,Poland,POL,1960 Summer,1960,Summer,Roma,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres",
171728,86293,Nikolay Yanchev Nikolov,M,25.0,206.0,97.0,Bulgaria,BUL,2012 Summer,2012,Summer,London,Volleyball,Volleyball Men's Volleyball,
148566,74532,Miltiades Manno,M,53.0,,76.0,Hungary,HUN,1932 Summer,1932,Summer,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",
238536,119591,Ioannis Theofilakis,M,,,,Greece,GRE,1920 Summer,1920,Summer,Antwerpen,Shooting,"Shooting Men's Free Pistol, 50 metres, Team",
167042,83927,Magne Gunnbjrn Myrmo,M,28.0,177.0,76.0,Norway,NOR,1972 Winter,1972,Winter,Sapporo,Cross Country Skiing,Cross Country Skiing Men's 30 kilometres,
185543,93281,Bibiana Perez,F,27.0,170.0,68.0,Italy,ITA,1998 Winter,1998,Winter,Nagano,Alpine Skiing,Alpine Skiing Women's Super G,
179549,90223,"Gerald ""Ger"" Owens",M,33.0,176.0,60.0,Ireland,IRL,2012 Summer,2012,Summer,London,Sailing,Sailing Men's Two Person Dinghy,
200940,100933,Nils Fredrik Rinman,M,43.0,,,Aloha II,SWE,1924 Summer,1924,Summer,Paris,Sailing,Sailing Mixed 6 metres,
77315,39232,German Borisovich Gazyumov,M,28.0,180.0,74.0,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",
135048,67953,Lee Hyeong-Taek,M,32.0,180.0,81.0,South Korea,KOR,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Men's Singles,
230285,115584,Petar Raychev Stoychev,M,31.0,193.0,90.0,Bulgaria,BUL,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 10 kilometres Open Water,
120409,60941,Samson Kitur,M,30.0,186.0,77.0,Kenya,KEN,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 400 metres,
81413,41335,Romn Gmez,M,21.0,170.0,64.0,Mexico,MEX,1968 Summer,1968,Summer,Mexico City,Fencing,"Fencing Men's Sabre, Team",
115613,58576,Godfrey Kenneth Kelly,M,43.0,175.0,75.0,Bahamas,BAH,1972 Summer,1972,Summer,Munich,Sailing,Sailing Mixed Three Person Keelboat,
113253,57367,Velik Nikolov Kapsazov,M,29.0,167.0,67.0,Bulgaria,BUL,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Horizontal Bar,
239386,119989,Theodor Thomsen,M,48.0,,,Gustel X,GER,1952 Summer,1952,Summer,Helsinki,Sailing,Sailing Mixed Three Person Keelboat,Bronze
14162,7641,Pablo Rodolfo Barahona,M,18.0,170.0,66.0,Honduras,HON,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 100 metres Freestyle,
254822,127562,Pedro Severio Votta Alaggia,M,23.0,165.0,70.0,Uruguay,URU,1960 Summer,1960,Summer,Roma,Boxing,Boxing Men's Light-Middleweight,
101920,51547,Ahmed Ibrahim Ibrahim,M,21.0,175.0,80.0,Egypt,EGY,1992 Summer,1992,Summer,Barcelona,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",
236053,118355,Yasushio Tanaka,M,26.0,180.0,80.0,Japan,JPN,1972 Winter,1972,Winter,Sapporo,Ice Hockey,Ice Hockey Men's Ice Hockey,
13839,7494,Bang Dae-Du,M,29.0,159.0,52.0,South Korea,KOR,1984 Summer,1984,Summer,Los Angeles,Wrestling,"Wrestling Men's Flyweight, Greco-Roman",Bronze
249603,124981,Simon Van Vossel,M,22.0,172.0,66.0,Belgium,BEL,2002 Winter,2002,Winter,Salt Lake City,Short Track Speed Skating,Short Track Speed Skating Men's 500 metres,
43682,22521,Pascal Jaime Colomer Chauveau,M,21.0,,,Chile,CHI,1996 Summer,1996,Summer,Atlanta,Shooting,Shooting Men's Skeet,
111175,56251,"Robert William ""Bobby"" Julich",M,32.0,182.0,68.0,United States,USA,2004 Summer,2004,Summer,Athina,Cycling,Cycling Men's Individual Time Trial,Silver
206712,103753,Leo Rwabwogo,M,23.0,162.0,51.0,Uganda,UGA,1972 Summer,1972,Summer,Munich,Boxing,Boxing Men's Flyweight,Silver
121124,61251,Viktor Yakovlevich Klimenko,M,23.0,169.0,61.0,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Men's Rings,
144865,72701,Lyubomir Lyubomirov,M,17.0,,,Bulgaria,BUL,1976 Winter,1976,Winter,Innsbruck,Ice Hockey,Ice Hockey Men's Ice Hockey,
33537,17299,Cai Yun,M,28.0,181.0,68.0,China-1,CHN,2008 Summer,2008,Summer,Beijing,Badminton,Badminton Men's Doubles,Silver
154911,77741,Scott M. McKinley,M,19.0,183.0,75.0,United States,USA,1988 Summer,1988,Summer,Seoul,Cycling,"Cycling Men's Road Race, Individual",
231880,116325,Frantiek ulc,M,26.0,182.0,74.0,Czechoslovakia,TCH,1976 Summer,1976,Summer,Montreal,Handball,Handball Men's Handball,
81741,41502,Emeterio Gonzlez Silva,M,23.0,183.0,105.0,Cuba,CUB,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Javelin Throw,
106155,53701,Jelena Jankovi,F,31.0,177.0,59.0,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Women's Doubles,
47826,24654,Dlia Vieirinho da Cunha-Sammer,F,31.0,164.0,63.0,Portugal,POR,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Women's Balance Beam,
238207,119449,Texier II,M,,,,C.V.A.-14,FRA,1900 Summer,1900,Summer,Paris,Sailing,Sailing Mixed Open,
152628,76590,Mitsuru Matsumura,M,22.0,167.0,59.0,Japan,JPN,1980 Winter,1980,Winter,Lake Placid,Figure Skating,Figure Skating Men's Singles,
263863,132038,Xing Aowei,M,22.0,171.0,64.0,China,CHN,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Team All-Around,
28208,14633,Bert Mikael Brandn,M,16.0,190.0,75.0,Sweden,SWE,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Men's 4 x 100 metres Medley Relay,
234673,117686,an Tabak,M,26.0,213.0,117.0,Croatia,CRO,1996 Summer,1996,Summer,Atlanta,Basketball,Basketball Men's Basketball,
142504,71493,"Robert Thomas ""Bob"" Lord",M,19.0,175.0,65.0,Great Britain,GBR,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
50531,25989,Albert De Bunn,M,24.0,,,Belgium,BEL,1920 Summer,1920,Summer,Antwerpen,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",
93781,47469,Jan Erik Hellstrm,M,28.0,178.0,72.0,Sweden,SWE,1988 Summer,1988,Summer,Seoul,Football,Football Men's Football,
240761,120623,Carlos Tobalina Aspirez,M,31.0,188.0,120.0,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Shot Put,
210919,105918,Srgio Yoshio Sasaki Jnior,M,24.0,161.0,64.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Individual All-Around,
103394,52310,Sonia Iovan-Inovan,F,29.0,150.0,48.0,Romania,ROU,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Women's Horse Vault,
19196,10161,Charles Bennett,M,29.0,,,Great Britain,GBR,1900 Summer,1900,Summer,Paris,Athletics,"Athletics Men's 4,000 metres Steeplechase",Silver
229425,115195,Svein-Erik Stiansen,M,25.0,180.0,82.0,Norway,NOR,1968 Winter,1968,Winter,Grenoble,Speed Skating,"Speed Skating Men's 5,000 metres",
120802,61118,Hans-Joachim Klein,M,22.0,185.0,80.0,Germany,GER,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver
212567,106728,Franziska Michaela Schenk,F,23.0,173.0,67.0,Germany,GER,1998 Winter,1998,Winter,Nagano,Speed Skating,Speed Skating Women's 500 metres,
121691,61530,Viktor Knoch,M,16.0,180.0,80.0,Hungary,HUN,2006 Winter,2006,Winter,Torino,Short Track Speed Skating,"Short Track Speed Skating Men's 1,500 metres",
246546,123449,Galina Napoleonovna Urbanovich (Khelle-),F,34.0,,,Soviet Union,URS,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Women's Individual All-Around,
36069,18526,Michel Robert Carrega,M,49.0,178.0,83.0,France,FRA,1984 Summer,1984,Summer,Los Angeles,Shooting,Shooting Mixed Trap,
235641,118146,Brian Herbert Hamilton Talma,M,27.0,,,Barbados,BAR,1992 Summer,1992,Summer,Barcelona,Sailing,Sailing Men's Windsurfer,
130685,65789,Du'aine Ladejo (Thorne-),M,25.0,187.0,84.0,Great Britain,GBR,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
229898,115412,Jan Stoklska,M,27.0,190.0,92.0,Czech Republic,CZE,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Men's Two,
247203,123763,Bjrne Viktor Vgg,M,28.0,185.0,77.0,Sweden,SWE,1984 Summer,1984,Summer,Los Angeles,Fencing,"Fencing Men's epee, Team",
126469,63773,Aleksandr Gennadyevich Krasnov,M,20.0,175.0,68.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold
248109,124216,Jean Van Buggenhout,M,23.0,,,Belgium,BEL,1928 Summer,1928,Summer,Amsterdam,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",
40215,20678,Alexandru Chiculi,M,23.0,180.0,73.0,Romania,ROU,1984 Summer,1984,Summer,Los Angeles,Fencing,"Fencing Men's Sabre, Team",Bronze
139811,70195,Nils Hans Lindman,M,23.0,,,Sweden,SWE,1908 Summer,1908,Summer,London,Football,Football Men's Football,
214721,107804,Glenn Schuurman,M,25.0,183.0,79.0,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,
28580,14817,Kelly Brazier,F,26.0,171.0,70.0,New Zealand,NZL,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Silver
191134,95981,Catherine Pomales-Scott (Blackwood-),F,18.0,174.0,61.0,Jamaica,JAM,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Women's 4 x 400 metres Relay,
228939,114947,Radek tpnek,M,37.0,186.0,79.0,Czech Republic,CZE,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Men's Doubles,
246577,123461,Jean-Pierre Urbing,M,28.0,,,Luxembourg,LUX,1928 Summer,1928,Summer,Amsterdam,Gymnastics,Gymnastics Men's Horizontal Bar,
32911,16931,Russell Charles Butler,M,28.0,174.0,77.0,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Diving,Diving Men's Springboard,
244840,122589,Duan Tuma,M,28.0,180.0,73.0,Yugoslavia-2,YUG,1972 Summer,1972,Summer,Munich,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",
94649,47901,Sebastian Hering,M,25.0,,,Germany,GER,1936 Summer,1936,Summer,Berlin,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",
135512,68189,"Willis Augustus Lee, Jr.",M,31.0,179.0,,United States,USA,1920 Summer,1920,Summer,Antwerpen,Shooting,"Shooting Men's Military Rifle, Prone, 600 metres, Team",Gold
172133,86492,Katsuo Nishida,M,23.0,167.0,56.0,Japan,JPN,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's Marathon,
20850,10995,Billy Besson,M,35.0,169.0,69.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Mixed Multihull,
262990,131598,"Ronald ""Ronnie"" Worm",M,18.0,180.0,74.0,West Germany,FRG,1972 Summer,1972,Summer,Munich,Football,Football Men's Football,
60727,31101,Hanna Leonidivna Dzerkal,F,24.0,172.0,57.0,Ukraine,UKR,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,
5355,3033,Jos Mara Alonso Allende y Allende,M,,,,Galerna,ESP,1948 Summer,1948,Summer,London,Sailing,Sailing Mixed Two Person Keelboat,
144704,72624,"Edward Arnold ""Ed"" Lynch",M,19.0,,,United States,USA,1948 Summer,1948,Summer,London,Cycling,"Cycling Men's Road Race, Team",
51648,26551,Laurens De Plus,M,20.0,188.0,67.0,Belgium,BEL,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Road Race, Individual",
129758,65325,Vadym Viktorovych Kuvakin,M,20.0,171.0,65.0,Ukraine,UKR,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Individual All-Around,
31639,16249,Kim Bui,F,27.0,155.0,49.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Floor Exercise,
76207,38674,Pablo Garca Muoz,M,24.0,,,Spain,ESP,1992 Winter,1992,Winter,Albertville,Luge,Luge Men's Singles,
249414,124885,George van Rossem,M,25.0,,,Netherlands,NED,1908 Summer,1908,Summer,London,Fencing,"Fencing Men's Sabre, Team",
134001,67472,Le Chien-Ying,F,22.0,165.0,69.0,Chinese Taipei,TPE,2012 Summer,2012,Summer,London,Archery,Archery Women's Team,
88942,45092,Helger Hallik,M,23.0,187.0,124.0,Estonia,EST,1996 Summer,1996,Summer,Atlanta,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",
2282,1264,Wendy Aguilar,F,24.0,,,Mexico,MEX,1996 Summer,1996,Summer,Atlanta,Synchronized Swimming,Synchronized Swimming Women's Team,
200918,100918,"William A. ""Billy"" Ringrose",M,30.0,174.0,70.0,Ireland,IRL,1960 Summer,1960,Summer,Roma,Equestrianism,"Equestrianism Mixed Jumping, Team",
149745,75102,Martin Georgiev Marinov,M,28.0,178.0,88.0,Bulgaria,BUL,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",
55319,28368,David Gavin Dickson,M,23.0,179.0,76.0,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze
133927,67445,Yevgeni Lazuka,M,19.0,188.0,81.0,Belarus,BLR,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 100 metres Butterfly,
89302,45262,Jean Hamilius,M,25.0,,,Luxembourg,LUX,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 400 metres,
98754,49979,Petra Horneber,F,35.0,156.0,50.0,Germany,GER,2000 Summer,2000,Summer,Sydney,Shooting,"Shooting Women's Air Rifle, 10 metres",
97317,49261,Ludwig Fritz Karl Emil Heinrich Hohlwein,M,58.0,,,Germany,GER,1932 Summer,1932,Summer,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",
71152,36235,Julia Ford,F,23.0,175.0,75.0,United States,USA,2014 Winter,2014,Winter,Sochi,Alpine Skiing,Alpine Skiing Women's Slalom,
252206,126299,Angelo Vicardi,M,28.0,167.0,70.0,Italy,ITA,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Horizontal Bar,
94765,47957,Anna Maria Hermansson,F,22.0,165.0,58.0,Sweden,SWE,1992 Winter,1992,Winter,Albertville,Biathlon,Biathlon Women's 7.5 kilometres Sprint,
184010,92479,"William ""Bill"" Peacock",M,28.0,,,Great Britain,GBR,1920 Summer,1920,Summer,Antwerpen,Water Polo,Water Polo Men's Water Polo,Gold
179846,90390,Domenico Pace,M,32.0,,,Italy,ITA,1956 Summer,1956,Summer,Melbourne,Fencing,"Fencing Men's Sabre, Team",
146625,73601,"William Victor ""Bill"" Mahony",M,19.0,180.0,70.0,Canada,CAN,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 100 metres Breaststroke,
128031,64516,Mikoaj Kubica,M,18.0,170.0,64.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Pommelled Horse,
45093,23256,Adrian Cosma,M,26.0,180.0,78.0,Romania,ROU,1976 Summer,1976,Summer,Montreal,Handball,Handball Men's Handball,Silver
115269,58408,Ray Kegeris,M,18.0,169.0,,United States,USA,1920 Summer,1920,Summer,Antwerpen,Swimming,Swimming Men's 100 metres Backstroke,Silver
3452,1959,Mohamed Abdullah Salim Al-Houti,M,28.0,172.0,69.0,Oman,OMA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 100 metres Relay,
114318,57896,Janusz Kasperczak,M,20.0,,,Poland,POL,1948 Summer,1948,Summer,London,Boxing,Boxing Men's Flyweight,
57076,29232,Jan Andrzej Dombrowski,M,29.0,,,Poland-2,POL,1956 Winter,1956,Winter,Cortina d'Ampezzo,Bobsleigh,Bobsleigh Men's Four,
270658,135360,Yelena Nikolayevna Zubrilova-Ogurtsova,F,32.0,161.0,52.0,Belarus,BLR,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Women's 12.5 kilometres Mass Start,
59711,30590,Gaston Dumont,M,23.0,,,Luxembourg,LUX,1956 Summer,1956,Summer,Melbourne,Cycling,"Cycling Men's Road Race, Individual",
5766,3247,Romanos Iasonas Alyfantis,M,22.0,183.0,73.0,Greece,GRE,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 200 metres Breaststroke,
114185,57832,Waltraud Kaser,F,25.0,169.0,61.0,Italy,ITA,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Women's Ice Hockey,
40825,21037,Choi Kyu-Baek,M,22.0,188.0,77.0,South Korea,KOR,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,
44829,23109,"John Frederick ""Jerry"" Cornes",M,22.0,182.0,70.0,Great Britain,GBR,1932 Summer,1932,Summer,Los Angeles,Athletics,"Athletics Men's 1,500 metres",Silver
214499,107682,Emil Schulz,M,26.0,178.0,75.0,Germany,GER,1964 Summer,1964,Summer,Tokyo,Boxing,Boxing Men's Middleweight,Silver
77846,39527,Charles Louis Prosper Guyot,M,32.0,,,France,FRA,1924 Summer,1924,Summer,Paris,Art Competitions,Art Competitions Mixed Literature,Gold
269290,134746,Zheng Zhi,M,27.0,184.0,80.0,China,CHN,2008 Summer,2008,Summer,Beijing,Football,Football Men's Football,
25309,13240,Daisurami Bonne Rousseau,F,24.0,171.0,60.0,Cuba,CUB,2012 Summer,2012,Summer,London,Athletics,Athletics Women's 4 x 400 metres Relay,
236765,118708,Olga Tass-Lemhnyi (Todenbier-),F,27.0,160.0,57.0,Hungary,HUN,1956 Summer,1956,Summer,Melbourne,Gymnastics,Gymnastics Women's Team Portable Apparatus,Gold
34683,17874,douard Candeveau,M,22.0,,,Switzerland,SUI,1920 Summer,1920,Summer,Antwerpen,Rowing,Rowing Men's Coxed Pairs,Bronze
171336,86099,Heikki Veli Nieminen,M,34.0,,,Finland,FIN,1920 Summer,1920,Summer,Antwerpen,Shooting,"Shooting Men's Military Rifle, 300 metres and 600 metres, Prone, Team",
48024,24747,Nada Daabousov,F,19.0,165.0,52.0,Slovakia,SVK,2016 Summer,2016,Summer,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Duet,
